Ciudad,Fecha,Gestor,#,Etapa,Fuente,Sucursal,Categoría,kg,Usuario,Hora Registro,ID
Cali,6/5/2024,WERO,,Caracterización,Tortelli,Cali,PEAD,1.45,,,7209
Cali,6/5/2024,WERO,,Caracterización,Tortelli,Cali,PET,0.4,,,7210
Cali,6/5/2024,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0.64,,,7211
Cali,6/5/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,22.5,,,7212
Cali,6/5/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,75.2,,,7213
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,Aluminio,0.01,,,7214
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,Cartón,2.65,,,7215
Cali,6/6/2024,WERO,5062,Recolección,Dunkin Cali,San Vicente,Mezclado,3.9,,,7216
Cali,6/6/2024,WERO,5063,Recolección,Dunkin Cali,San Vicente,Mezclado,1.75,,,7217
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,PEBD,0.25,,,7218
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,PET,0.1,,,7219
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,Plegadiza,0.15,,,7220
Cali,6/6/2024,WERO,,Caracterización,Dunkin Cali,Cali,Rechazo,0.4,,,7221
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,Cartón,4.05,,,7222
Cali,6/6/2024,WERO,5071,Recolección,Mr. Bross,Parque del Perro,Mezclado,5.9,,,7223
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.3,,,7224
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.2,,,7225
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,0.95,,,7226
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,0.3,,,7227
Cali,6/6/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,0.4,,,7228
Bogotá,6/6/2024,AIRE URBANO ,,Recolección,Papa John's,Colina,Mezclado,0.15,,,7229
Bogotá,6/6/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.15,,,7230
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Archivo,0.1,,,7231
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Cartón,16.2,,,7232
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Chatarra,2.95,,,7233
Cali,6/6/2024,WERO,5068,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,6.1,,,7234
Cali,6/6/2024,WERO,5067,Recolección,Qbano,Cámbulos - Cali,Mezclado,2.4,,,7235
Cali,6/6/2024,WERO,5065,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,3.2,,,7236
Cali,6/6/2024,WERO,5064,Recolección,Qbano,La Merced - Cali,Mezclado,1.8,,,7237
Cali,6/6/2024,WERO,5074,Recolección,Qbano,Norte 1 - Cali,Mezclado,0,,,7238
Cali,6/6/2024,WERO,5074,Recolección,Qbano,Norte 2 - Cali,Mezclado,0,,,7239
Cali,6/6/2024,WERO,5076,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0,,,7240
Cali,6/6/2024,WERO,5069,Recolección,Qbano,San Fernando - Cali,Mezclado,1.5,,,7241
Cali,6/6/2024,WERO,5075,Recolección,Qbano,Valle Grande - Cali,Mezclado,4.15,,,7242
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Orgánicos,4,,,7243
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,PEAD,2.45,,,7244
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,PEBD,1.2,,,7245
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,2.1,,,7246
Cali,6/6/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,2.85,,,7247
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Cartón,0.2,,,7248
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Chatarra,0.15,,,7249
Cali,6/6/2024,WERO,5061,Recolección,Storia D´Amore,Granada,Mezclado,61.13,,,7250
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEBD,0.45,,,7251
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Plegadiza,0.3,,,7252
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,0.75,,,7253
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,4.4,,,7254
Cali,6/6/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,54.85,,,7255
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,7.45,,,7256
Cali,6/6/2024,WERO,5066,Recolección,Tortelli,Palmas Mall,Mezclado,4.25,,,7257
Cali,6/6/2024,WERO,5060,Recolección,Tortelli,Peñón,Mezclado,9,,,7258
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,PEBD,0.2,,,7259
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,PET,0.7,,,7260
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,0.15,,,7261
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,1.05,,,7262
Cali,6/6/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,3.7,,,7263
Cali,6/6/2024,WERO,,Caracterización,Uva de Lujo,Cali,Cartón,0.2,,,7264
Cali,6/6/2024,WERO,,Caracterización,Uva de Lujo,Cali,Plegadiza,0.15,,,7265
Cali,6/6/2024,WERO,,Caracterización,Uva de Lujo,Cali,Rechazo,1.1,,,7266
Cali,6/6/2024,WERO,,Caracterización,Uva de Lujo,Cali,Vidrio,3.55,,,7267
Cali,6/7/2024,WERO,,Caracterización,Calathea,Cali,Cartón,8.8,,,7268
Cali,6/7/2024,WERO,,Caracterización,Calathea,Cali,PEAD,0.45,,,7269
Cali,6/7/2024,WERO,,Caracterización,Calathea,Cali,PET,0.15,,,7270
Cali,6/7/2024,WERO,,Caracterización,Calathea,Cali,Vidrio,9.25,,,7271
Cali,6/7/2024,WERO,5083,Recolección,Dunkin Cali,San Vicente,Mezclado,0,,,7272
Cali,6/7/2024,WERO,5085,Recolección,Dunkin Cali,San Vicente,Mezclado,6.69,,,7273
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,Cartón,3.3,,,7274
Cali,6/7/2024,WERO,5092,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,4.85,,,7275
Cali,6/7/2024,WERO,5094,Recolección,Mr. Bross,El Refugio,Mezclado,1.6,,,7276
Cali,6/7/2024,WERO,5080,Recolección,Mr. Bross,Los Gatos,Mezclado,3.45,,,7277
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.15,,,7278
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.15,,,7279
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,1.6,,,7280
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,1.65,,,7281
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,2.65,,,7282
Cali,6/7/2024,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,0.4,,,7283
Bogotá,6/7/2024,WERO,3945,Recolección,Pan Pa' Ya,Oficina principal,Mezclado,4,,,7284
Bogotá,6/7/2024,AIRE URBANO ,,Recolección,Papa John's,Av. Chile,Mezclado,0.456,,,7285
Bogotá,6/7/2024,WERO,3946,Recolección,Papa John's,Corferias,Mezclado,1,,,7286
Bogotá,6/7/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.456,,,7287
Bogotá,6/7/2024,WERO,3949,Recolección,Qbano,Kennedy - Bogotá,Mezclado,1,,,7288
Bogotá,6/7/2024,WERO,3948,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,1,,,7289
Bogotá,6/7/2024,WERO,3947,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,7290
Cali,6/7/2024,WERO,,Caracterización,Qbano,Cali,Cartón,26.32,,,7291
Cali,6/7/2024,WERO,5096,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,5.15,,,7292
Cali,6/7/2024,WERO,5095,Recolección,Qbano,Cámbulos - Cali,Mezclado,3.2,,,7293
Cali,6/7/2024,WERO,5091,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,5.2,,,7294
Cali,6/7/2024,WERO,5086,Recolección,Qbano,La Merced - Cali,Mezclado,4.8,,,7295
Cali,6/7/2024,WERO,5084,Recolección,Qbano,Norte 1 - Cali,Mezclado,2,,,7296
Cali,6/7/2024,WERO,5080,Recolección,Qbano,Norte 2 - Cali,Mezclado,2,,,7297
Cali,6/7/2024,WERO,5090,Recolección,Qbano,Republica de Israel - Cali,Mezclado,0,,,7298
Cali,6/7/2024,WERO,5097,Recolección,Qbano,San Fernando - Cali,Mezclado,1.9,,,7299
Cali,6/7/2024,WERO,5089,Recolección,Qbano,Valle Grande - Cali,Mezclado,2.7,,,7300
Cali,6/7/2024,WERO,,Caracterización,Qbano,Cali,Orgánicos,4,,,7301
Cali,6/7/2024,WERO,,Caracterización,Qbano,Cali,PEBD,0.5,,,7302
Cali,6/7/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,1.6,,,7303
Cali,6/7/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,6.89,,,7304
Cali,6/7/2024,WERO,,Caracterización,Storia D´Amore,Cali,Cartón,6.75,,,7305
Cali,6/7/2024,WERO,5079,Recolección,Storia D´Amore,Granada,Mezclado,65.35,,,7306
Cali,6/7/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,58.2,,,7307
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,7,,,7308
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,Chatarra,4.4,,,7309
Cali,6/7/2024,WERO,5093,Recolección,Tortelli,Palmas Mall,Mezclado,14.45,,,7310
Cali,6/7/2024,WERO,5081,Recolección,Tortelli,Peñón,Mezclado,22.5,,,7311
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,PET,0.8,,,7312
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,0.95,,,7313
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,4.8,,,7314
Cali,6/7/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,18.45,,,7315
Bogotá,6/8/2024,AIRE URBANO ,,Recolección,Papa John's,Restrepo,Mezclado,0,,,7316
Bogotá,6/8/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0,,,7317
Bogotá,6/10/2024,WERO,3954,Recolección,Pan Pa' Ya,Calle 96,Mezclado,3,,,7318
Bogotá,6/10/2024,WERO,3956,Recolección,Pan Pa' Ya,Calleja,Mezclado,5,,,7319
Bogotá,6/10/2024,WERO,3951,Recolección,Pan Pa' Ya,Chapinero,Mezclado,4,,,7320
Bogotá,6/10/2024,WERO,3953,Recolección,Pan Pa' Ya,El Retiro,Mezclado,7,,,7321
Bogotá,6/10/2024,WERO,3950,Recolección,Pan Pa' Ya,Esmeralda,Mezclado,2,,,7322
Bogotá,6/10/2024,WERO,3958,Recolección,Pan Pa' Ya,Mazuren,Mezclado,2,,,7323
Bogotá,6/10/2024,WERO,3955,Recolección,Pan Pa' Ya,Pasadena,Mezclado,0,,,7324
Bogotá,6/10/2024,WERO,3959,Recolección,Pan Pa' Ya,Pepe Sierra,Mezclado,5,,,7325
Bogotá,6/10/2024,WERO,3952,Recolección,Pan Pa' Ya,Rosales,Mezclado,2,,,7326
Bogotá,6/10/2024,WERO,3957,Recolección,Pan Pa' Ya,Toberin,Mezclado,2,,,7327
Bogotá,6/10/2024,WERO,3960,Recolección,Papa John's,Corferias,Mezclado,1,,,7328
Bogotá,6/10/2024,AIRE URBANO ,,Recolección,Papa John's,Restrepo,Mezclado,0.36,,,7329
Bogotá,6/10/2024,AIRE URBANO ,,Recolección,Papa John's,Restrepo,Mezclado,0,,,7330
Bogotá,6/10/2024,AIRE URBANO ,,Recolección,Papa John's,Usaquén,Mezclado,0.48,,,7331
Bogotá,6/10/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.36,,,7332
Bogotá,6/10/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0,,,7333
Bogotá,6/10/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.48,,,7334
Bogotá,6/10/2024,WERO,3963,Recolección,Qbano,Kennedy - Bogotá,Mezclado,4,,,7335
Bogotá,6/10/2024,WERO,3962,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,3.4,,,7336
Bogotá,6/10/2024,WERO,3961,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,4,,,7337
Cali,6/11/2024,WERO,5104,Recolección,Dunkin Cali,San Vicente,Mezclado,4.15,,,7338
Cali,6/11/2024,WERO,5110,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,0,,,7339
Cali,6/11/2024,WERO,5109,Recolección,Mr. Bross,El Refugio,Mezclado,5.8,,,7340
Cali,6/11/2024,WERO,,Caracterización,Mr. Bross,Cali,PEAD,1.67,,,7341
Cali,6/11/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,1.12,,,7342
Cali,6/11/2024,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,1.5,,,7343
Cali,6/11/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,1.52,,,7344
Bogotá,6/11/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Cartón,20,,,7345
Bogotá,6/11/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,PET,10,,,7346
Bogotá,6/11/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Vidrio,1,,,7347
Bogotá,6/11/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,Cartón,1,,,7348
Bogotá,6/11/2024,AIRE URBANO ,,Recolección,Papa John's,Colina,Mezclado,0.1296,,,7349
Bogotá,6/11/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,PET,1,,,7350
Bogotá,6/11/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.1296,,,7351
Bogotá,6/11/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,5,,,7352
Bogotá,6/11/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,1,,,7353
Bogotá,6/11/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,10,,,7354
Bogotá,6/11/2024,ASSORSA,,Caracterización,Qbano,Bogotá,PET,4,,,7355
Bogotá,6/11/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Vidrio,3,,,7356
Cali,6/11/2024,WERO,5106,Recolección,Qbano,Av. Roosevelt - Cali,Mezclado,5.65,,,7357
Cali,6/11/2024,WERO,5107,Recolección,Qbano,Cámbulos - Cali,Mezclado,3.2,,,7358
Cali,6/11/2024,WERO,5111,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,1.6,,,7359
Cali,6/11/2024,WERO,5103,Recolección,Qbano,La Merced - Cali,Mezclado,4.35,,,7360
Cali,6/11/2024,WERO,5105,Recolección,Qbano,Norte 1 - Cali,Mezclado,5.34,,,7361
Cali,6/11/2024,WERO,5105,Recolección,Qbano,Norte 2 - Cali,Mezclado,5.34,,,7362
Cali,6/11/2024,WERO,5108,Recolección,Qbano,San Fernando - Cali,Mezclado,8.35,,,7363
Cali,6/11/2024,WERO,,Caracterización,Qbano,Cali,PEBD,1.7,,,7364
Cali,6/11/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,2.3,,,7365
Cali,6/11/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,30,,,7366
Cali,6/11/2024,WERO,5102,Recolección,Storia D´Amore,Granada,Mezclado,161.4,,,7367
Cali,6/11/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,0.45,,,7368
Cali,6/11/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,19.4,,,7369
Cali,6/11/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,142,,,7370
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,9.8,,,7371
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,Chatarra,1.96,,,7372
Cali,6/11/2024,WERO,5112,Recolección,Tortelli,Palmas Mall,Mezclado,74.3,,,7373
Cali,6/11/2024,WERO,5101,Recolección,Tortelli,Peñón,Mezclado,23.75,,,7374
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,PET,1.99,,,7375
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,2.94,,,7376
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,6.86,,,7377
Cali,6/11/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,74.5,,,7378
Bogotá,6/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Cartón,20,,,7379
Bogotá,6/12/2024,WERO,3965,Recolección,Pan Pa' Ya,Oficina principal,Mezclado,1,,,7380
Bogotá,6/12/2024,WERO,3966,Recolección,Pan Pa' Ya,PV 127,Mezclado,3.3,,,7381
Bogotá,6/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,PET,12,,,7382
Bogotá,6/12/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Vidrio,2,,,7383
Bogotá,6/12/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,Archivo,1,,,7384
Bogotá,6/12/2024,WERO,3967,Recolección,Papa John's,Corferias,Mezclado,0.5,,,7385
Bogotá,6/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,1,,,7386
Bogotá,6/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Cartón,1,,,7387
Bogotá,6/12/2024,WERO,3970,Recolección,Qbano,Kennedy - Bogotá,Mezclado,1,,,7388
Bogotá,6/12/2024,WERO,3969,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,1,,,7389
Bogotá,6/12/2024,WERO,3968,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,1,,,7390
Bogotá,6/12/2024,ASSORSA,,Caracterización,Qbano,Bogotá,PET,1,,,7391
Cali,6/13/2024,WERO,5115,Recolección,Dunkin Cali,San Vicente,Mezclado,4.55,,,7392
Cali,6/13/2024,WERO,,Caracterización,Mr. Bross,Cali,Cartón,4.01,,,7393
Cali,6/13/2024,WERO,5117,Recolección,Mr. Bross,La Flora,Mezclado,12.1,,,7394
Cali,6/13/2024,WERO,,Caracterización,Mr. Bross,Cali,PEAD,2.1,,,7395
Cali,6/13/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,2.85,,,7396
Cali,6/13/2024,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,3.05,,,7397
Cali,6/13/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,0.39,,,7398
Cali,6/13/2024,WERO,,Caracterización,Qbano,Cali,Cartón,2.8,,,7399
Cali,6/13/2024,WERO,5114,Recolección,Qbano,La Merced - Cali,Mezclado,5.1,,,7400
Cali,6/13/2024,WERO,5116,Recolección,Qbano,Norte 1 - Cali,Mezclado,5.05,,,7401
Cali,6/13/2024,WERO,5116,Recolección,Qbano,Norte 2 - Cali,Mezclado,5.05,,,7402
Cali,6/13/2024,WERO,,Caracterización,Qbano,Cali,Orgánicos,23,,,7403
Cali,6/13/2024,WERO,,Caracterización,Qbano,Cali,PEBD,4.18,,,7404
Cali,6/13/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,3.02,,,7405
Cali,6/13/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,4.7,,,7406
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,Cartón,8.73,,,7407
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,Chatarra,1.65,,,7408
Cali,6/13/2024,WERO,5098,Recolección,Storia D´Amore,Granada,Mezclado,145.6,,,7409
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEAD,1.25,,,7410
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEBD,2.91,,,7411
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,10.19,,,7412
Cali,6/13/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,120.84,,,7413
Cali,6/13/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,1.2,,,7414
Cali,6/13/2024,WERO,,Caracterización,Tortelli,Cali,Chatarra,12.4,,,7415
Cali,6/13/2024,WERO,5099,Recolección,Tortelli,Peñón,Mezclado,19.8,,,7416
Cali,6/13/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,1.1,,,7417
Cali,6/13/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,5.1,,,7418
Cali,6/14/2024,WERO,,Caracterización,Calathea,Cali,Cartón,10.51,,,7419
Cali,6/14/2024,WERO,,Caracterización,Calathea,Cali,Plegadiza,2.1,,,7420
Cali,6/14/2024,WERO,,Caracterización,Calathea,Cali,Rechazo,0.99,,,7421
Cali,6/14/2024,WERO,,Caracterización,Calathea,Cali,Vidrio,4.7,,,7422
Cali,6/14/2024,WERO,,Caracterización,Dunkin Cali,Cali,Cartón,1.3,,,7423
Cali,6/14/2024,WERO,5120,Recolección,Dunkin Cali,San Vicente,Mezclado,2.6,,,7424
Cali,6/14/2024,WERO,5121,Recolección,Dunkin Cali,San Vicente,Mezclado,0,,,7425
Cali,6/14/2024,WERO,,Caracterización,Dunkin Cali,Cali,Plegadiza,0.7,,,7426
Cali,6/14/2024,WERO,,Caracterización,Dunkin Cali,Cali,Rechazo,0.6,,,7427
Cali,6/14/2024,WERO,5127,Recolección,Mr. Bross,Ciudad Jardín,Mezclado,5.76,,,7428
Cali,6/14/2024,WERO,,Caracterización,Mr. Bross,Cali,PEBD,1.35,,,7429
Cali,6/14/2024,WERO,,Caracterización,Mr. Bross,Cali,PET,1.26,,,7430
Cali,6/14/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,3.12,,,7431
Cali,6/14/2024,WERO,,Caracterización,Mr. Bross,Cali,Rechazo,4,,,7432
Bogotá,6/14/2024,AIRE URBANO ,,Recolección,Papa John's,Av. Chile,Mezclado,0.384,,,7433
Bogotá,6/14/2024,WERO,3972,Recolección,Papa John's,Corferias,Mezclado,0.5,,,7434
Bogotá,6/14/2024,AIRE URBANO ,,Recolección,Papa John's,Restrepo,Mezclado,1.236,,,7435
Bogotá,6/14/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,0.384,,,7436
Bogotá,6/14/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,1.236,,,7437
Bogotá,6/14/2024,WERO,3975,Recolección,Qbano,Kennedy - Bogotá,Mezclado,2,,,7438
Bogotá,6/14/2024,WERO,3974,Recolección,Qbano,Mundo Aventura - Bogotá,Mezclado,2,,,7439
Bogotá,6/14/2024,WERO,3973,Recolección,Qbano,Santa Isabel - Bogotá,Mezclado,2,,,7440
Cali,6/14/2024,WERO,,Caracterización,Qbano,Cali,Cartón,2.3,,,7441
Cali,6/14/2024,WERO,5124,Recolección,Qbano,Ciudad Jardín - Cali,Mezclado,5.15,,,7442
Cali,6/14/2024,WERO,5119,Recolección,Qbano,Norte 1 - Cali,Mezclado,0,,,7443
Cali,6/14/2024,WERO,,Caracterización,Qbano,Cali,PEBD,1.3,,,7444
Cali,6/14/2024,WERO,,Caracterización,Qbano,Cali,Plegadiza,1.1,,,7445
Cali,6/14/2024,WERO,,Caracterización,Qbano,Cali,Rechazo,0.45,,,7446
Cali,6/14/2024,WERO,5118,Recolección,Storia D´Amore,Granada,Mezclado,244.5,,,7447
Cali,6/14/2024,WERO,,Caracterización,Storia D´Amore,Cali,PEBD,2.5,,,7448
Cali,6/14/2024,WERO,,Caracterización,Storia D´Amore,Cali,Rechazo,7.51,,,7449
Cali,6/14/2024,WERO,,Caracterización,Storia D´Amore,Cali,Vidrio,234.51,,,7450
Cali,6/14/2024,WERO,,Caracterización,Tortelli,Cali,Cartón,9.12,,,7451
Cali,6/14/2024,WERO,5128,Recolección,Tortelli,Palmas Mall,Mezclado,16.1,,,7452
Cali,6/14/2024,WERO,5122,Recolección,Tortelli,Peñón,Mezclado,18.25,,,7453
Cali,6/14/2024,WERO,,Caracterización,Tortelli,Cali,PEBD,0.72,,,7454
Cali,6/14/2024,WERO,,Caracterización,Tortelli,Cali,Rechazo,3.91,,,7455
Cali,6/14/2024,WERO,,Caracterización,Tortelli,Cali,Vidrio,20.61,,,7456
Bogotá,6/17/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Cartón,17,,,7457
Bogotá,6/17/2024,WERO,3879,Recolección,Pan Pa' Ya,Calle 96,Mezclado,3,,,7458
Bogotá,6/17/2024,WERO,3982,Recolección,Pan Pa' Ya,Calleja,Mezclado,4,,,7459
Bogotá,6/17/2024,WERO,3977,Recolección,Pan Pa' Ya,Chapinero,Mezclado,3.5,,,7460
Bogotá,6/17/2024,WERO,3980,Recolección,Pan Pa' Ya,El Retiro,Mezclado,7,,,7461
Bogotá,6/17/2024,WERO,3976,Recolección,Pan Pa' Ya,Esmeralda,Mezclado,3,,,7462
Bogotá,6/17/2024,WERO,3984,Recolección,Pan Pa' Ya,Mazuren,Mezclado,4,,,7463
Bogotá,6/17/2024,WERO,3986,Recolección,Pan Pa' Ya,Oficina principal,Mezclado,0.5,,,7464
Bogotá,6/17/2024,WERO,3981,Recolección,Pan Pa' Ya,Pasadena,Mezclado,2,,,7465
Bogotá,6/17/2024,WERO,3878,Recolección,Pan Pa' Ya,Rosales,Mezclado,3,,,7466
Bogotá,6/17/2024,WERO,3983,Recolección,Pan Pa' Ya,Toberin,Mezclado,1,,,7467
Bogotá,6/17/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,PET,10,,,7468
Bogotá,6/17/2024,ASSORSA,,Caracterización,Pan Pa' Ya,Bogotá,Vidrio,4,,,7469
Bogotá,6/17/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,Archivo,10,,,7470
Bogotá,6/17/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,Cartón,10,,,7471
Bogotá,6/17/2024,AIRE URBANO ,,Recolección,Papa John's,Av. Chile,Mezclado,1.356,,,7472
Bogotá,6/17/2024,WERO,3990,Recolección,Papa John's,Corferias,Mezclado,1,,,7473
Bogotá,6/17/2024,AIRE URBANO ,,Recolección,Papa John's,Restrepo,Mezclado,1.512,,,7474
Bogotá,6/17/2024,AIRE URBANO ,,Recolección,Papa John's,Usaquén,Mezclado,1.2,,,7475
Bogotá,6/17/2024,ASSORSA,,Caracterización,Papa John's,Bogotá,PET,3,,,7476
Bogotá,6/17/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,1.356,,,7477
Bogotá,6/17/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,1.512,,,7478
Bogotá,6/17/2024,AIRE URBANO ,,Caracterización,Papa John's,Bogotá,PET,1.2,,,7479
Bogotá,6/17/2024,ASSORSA,,Caracterización,Qbano,Bogotá,Archivo,1.5,,,7480
Bogotá,6/17/2024,WERO,3991,Recolección,Qbano,Connecta - Bogotá,Mezclado,0,,,7481
Bogotá,6/17/2024,WERO,3996,Recolección,Qbano,Galan - Bogotá,Mezclado,6,,,7482
